cell_id,x,y,z,phi0
43,0.146486,0.825667,0.737767,0.0135923
44,0.975349,0.50072,0.975397,0.125916
45,0.324298,0.972398,0.708908,0.00253433
46,0.0938836,0.663337,0.197694,0.0673632
47,0.231239,0.972398,0.121787,0.00233638
48,0.316948,0.783052,0.737767,0.00677108
49,0.325274,0.917193,0.574336,0.003918
50,0.793117,0.972398,0.596972,0.00369214
51,0.14061,0.825872,0.69496,0.0121876
52,0.0312945,0.706591,0.214168,0.0548381
53,0.349684,0.944795,0.628272,0.00315514
54,0.455449,0.687166,0.85496,0.00888222
55,0.280894,0.839172,0.523397,0.00574561
56,0.38858,0.0306273,0.735591,0.531433
57,0.231717,0.846975,0.780383,0.00522293
58,0.253025,0.250356,0.865614,0.34942
59,0.686964,0.917193,0.568147,0.00462884
60,0.485239,0.259932,0.904538,0.0553787
61,0.749505,0.972398,0.460717,0.00323418
62,0.125909,0.0612547,0.853059,0.0241729
63,0.062589,0.139801,0.833958,0.0173746
64,0.658489,0.660251,0.915191,0.0102943
65,0.657873,0.783052,0.41815,0.00654542
66,0.94613,0.343985,0.852444,0.146183
67,0.919195,0.58505,0.834045,0.0973397
68,0.635923,0.506991,0.943461,0.029552
69,0.606835,0.091882,0.483508,0.91686
70,0.54068,0.857629,0.343573,0.0049378
71,0.160743,0.091882,0.499301,0.0491253
72,0.423487,0.165125,0.396842,0.62659
73,0.629154,0.944795,0.420224,0.0032421
74,0.062589,0.42249,0.582344,0.187283
75,0.266477,0.921259,0.083041,0.00304383
76,0.94613,0.0853109,0.319237,0.0258894
77,0.973065,0.883658,0.88497,0.011937
78,0.293434,0.972398,0.212514,0.00291558
79,0.253025,0.846975,0.141148,0.00470797
80,0.274333,0.868283,0.268995,0.0044221
81,0.054924,0.947091,0.476387,0.00882927
82,0.83899,0.623243,0.727113,0.0333433
83,0.242371,0.218395,0.17311,0.343478
84,0.33324,0.785955,0.0599203,0.00556986
85,0.34891,0.772398,0.130495,0.00637051
86,0.550881,0.917193,0.355753,0.00436353
87,0.421513,0.301525,0.518221,0.101376
88,0.601757,0.89001,0.0599203,0.00344208
89,0.550881,0.917193,0.398369,0.00467224
90,0.606835,0.917193,0.440892,0.00402418
91,0.973065,0.725277,0.832863,0.0411541
92,0.585073,0.944795,0.421111,0.0035847
93,0.664836,0.917193,0.848965,0.00347585
94,0.284987,0.836321,0.684498,0.00703625
95,0.881606,0.410165,0.66319,0.209266
96,0.689835,0.580627,0.130495,0.0255002
97,0.908541,0.412836,0.83851,0.168611
98,0.860298,0.218395,0.684498,0.184493
99,0.83899,0.239702,0.705806,0.245386
100,0.94613,0.225104,0.41616,0.0695255
101,0.686144,0.917193,0.827657,0.0034575
102,0.85159,0.091882,0.318004,0.054444
103,0.665657,0.506225,0.915191,0.0365257
104,0.684994,0.944795,0.875939,0.00292951
105,0.124046,0.0306273,0.21794,0.0214025
106,0.135832,0.474088,0.514035,0.148751
107,0.800591,0.972398,0.639251,0.00324118
108,0.0312945,0.881173,0.656158,0.013225
109,0.327602,0.708474,0.194418,0.00842491
110,0.748888,0.944795,0.877996,0.00319793
111,0.870952,0.69782,0.673844,0.0290213
112,0.713235,0.972398,0.861346,0.00252592
113,0.767238,0.0612547,0.780137,0.101022
114,0.371283,0.238637,0.515101,0.430857
115,0.491571,0.150883,0.97173,0.291494
116,0.788385,0.0306273,0.731354,0.0491731
117,0.714385,0.944795,0.834373,0.00293415
118,0.169304,0.921305,0.0853411,0.0030486
119,0.214463,0.944795,0.179963,0.00293101
120,0.562099,0.726596,0.0299602,0.00624571
121,0.849644,0.31428,0.865614,0.237633
122,0.062589,0.537351,0.516317,0.136512
123,0.94613,0.180859,0.380942,0.0535214
124,0.908541,0.208563,0.12349,0.0671635
125,0.689835,0.282318,0.151802,0.317605
126,0.932395,0.0712968,0.931061,0.0242317
127,0.668527,0.282318,0.17311,0.344306
128,0.919195,0.48879,0.491113,0.146727
129,0.919195,0.660252,0.654484,0.0522398
130,0.753759,0.45278,0.769729,0.157424
131,0.0312945,0.449556,0.923716,0.132245
132,0.657873,0.335588,0.141148,0.14353
133,0.700489,0.31428,0.141148,0.27935
134,0.550881,0.091882,0.355753,1.0412
135,0.679181,0.31428,0.162456,0.298649
136,0.274333,0.463434,0.844306,0.0778273
137,0.700489,0.676512,0.822998,0.0158208
138,0.668527,0.772398,0.130495,0.00595072
139,0.316948,0.143817,0.332919,0.556527
140,0.274333,0.250356,0.290303,0.391043
141,0.908541,0.240772,0.215511,0.086913
142,0.764413,0.165125,0.183764,0.22406
143,0.242371,0.410165,0.130495,0.156518
144,0.746349,0.740549,0.0898805,0.00936713
145,0.230427,0.0306273,0.443071,0.0704003
146,0.210409,0.165125,0.247688,0.258433
147,0.212627,0.735596,0.518926,0.0135865
148,0.764413,0.740436,0.162456,0.0110346
149,0.881606,0.729782,0.322265,0.0260049
150,0.78572,0.292972,0.524689,0.34232
151,0.685561,0.790953,0.943461,0.00667484
152,0.849644,0.378203,0.737767,0.168796
153,0.625912,0.516704,0.300957,0.0289409
154,0.596517,0.917193,0.573912,0.00470027
155,0.689835,0.239702,0.300957,0.435433
156,0.135832,0.410165,0.66319,0.200182
157,0.92264,0.919447,0.163888,0.00679674
158,0.828336,0.868283,0.567305,0.00849659
159,0.743105,0.250356,0.268995,0.389469
160,0.555989,0.972398,0.312242,0.00281948
161,0.973065,0.709579,0.344268,0.0479865
162,0.753759,0.75109,0.237034,0.00995393
163,0.199755,0.559319,0.833652,0.0929651
164,0.369308,0.268498,0.487325,0.379475
165,0.230552,0.122992,0.97173,0.0941215
166,0.828336,0.868283,0.695152,0.00560613
167,0.764413,0.783052,0.141148,0.00896532
168,0.444795,0.740436,0.865614,0.00723932
169,0.0746698,0.952063,0.886686,0.00590553
170,0.66069,0.0306273,0.774234,0.300464
171,0.743105,0.761744,0.141148,0.00985077
172,0.919195,0.75367,0.161496,0.027218
173,0.175191,0.366719,0.212231,0.242846
174,0.550884,0.40037,0.915191,0.0336096
175,0.323054,0.972398,0.497037,0.00298206
176,0.69226,0.33444,0.518983,0.242026
177,0.0938836,0.442904,0.602819,0.184334
178,0.0780122,0.781294,0.97173,0.0194117
179,0.973065,0.780153,0.924537,0.0236456
180,0.870952,0.165125,0.737767,0.0556271
181,0.205893,0.571651,0.0898805,0.0659067
182,0.498065,0.857629,0.322265,0.00509299
183,0.78572,0.868283,0.673844,0.00585124
184,0.359564,0.633897,0.268995,0.0130486
185,0.625912,0.793705,0.620574,0.00809875
186,0.274333,0.335588,0.865614,0.210814
187,0.15714,0.75109,0.215726,0.0307723
188,0.231717,0.165125,0.482074,0.321956
189,0.78572,0.633897,0.183764,0.038863
190,0.685731,0.917193,0.156736,0.00323245
191,0.15714,0.708474,0.258341,0.0364428
192,0.653697,0.749604,0.943461,0.00693107
193,0.54068,0.154471,0.386188,0.732361
194,0.40218,0.569973,0.268995,0.01599
195,0.565801,0.395817,0.551024,0.0480194
196,0.837886,0.944795,0.640804,0.00412937
197,0.199755,0.538012,0.194418,0.0880389
198,0.713212,0.862015,0.97173,0.00432181
199,0.860298,0.367549,0.85496,0.219936
200,0.715007,0.972398,0.202262,0.00267888
201,0.94613,0.426611,0.46567,0.176706
202,0.881606,0.197087,0.535343,0.124805
203,0.40218,0.484742,0.141148,0.0197205
204,0.125845,0.476339,0.276871,0.133491
205,0.40218,0.229048,0.141148,0.212055
206,0.615258,0.250356,0.141148,0.346951
207,0.585108,0.505498,0.0599203,0.0166646
208,0.879704,0.0612547,0.853748,0.0412443
209,0.0244015,0.388715,0.0235365,0.111326
210,0.175798,0.270062,0.0705742,0.231468
211,0.135832,0.239702,0.151802,0.216693
212,0.34532,0.875087,0.0599203,0.00365295
213,0.389188,0.972398,0.148899,0.00275985
214,0.976276,0.611143,0.0234511,0.0766684
215,0.349722,0.917193,0.179427,0.00366642
216,0.700489,0.250356,0.22638,0.421172
217,0.280135,0.832586,0.0599203,0.00421543
218,0.973065,0.394551,0.734122,0.145949
219,0.860298,0.218395,0.322265,0.107737
220,0.319001,0.879152,0.0299602,0.00342096
221,0.129956,0.751295,0.662999,0.0174784
222,0.973065,0.873371,0.554808,0.0165313
223,0.269049,0.792143,0.0299602,0.00498268
224,0.625912,0.623243,0.130495,0.0144023
225,0.253768,0.851281,0.0898805,0.00406506
226,0.487411,0.143817,0.141148,0.632201
227,0.421519,0.211893,0.0599203,0.232511
228,0.199755,0.75109,0.705806,0.0207196
229,0.796374,0.45278,0.876268,0.143404
230,0.193565,0.948908,0.055381,0.00245732
231,0.0938836,0.870537,0.152097,0.011346
232,0.218809,0.925371,0.0299602,0.00275947
233,0.462052,0.748837,0.0299602,0.00568468
234,0.849644,0.335588,0.801691,0.236573
235,0.0231172,0.759144,0.0467176,0.0286084
236,0.751896,0.948219,0.0530773,0.00274113
237,0.0224111,0.973922,0.829398,0.00765252
238,0.919195,0.320006,0.826279,0.16044
239,0.749568,0.091882,0.153811,0.185147
240,0.178096,0.0612547,0.717851,0.0389779
241,0.439373,0.917193,0.180604,0.00384381
242,0.554754,0.972398,0.922722,0.00239838
243,0.455449,0.197087,0.17311,0.221079
244,0.508269,0.421678,0.915191,0.0238355
245,0.232461,0.829973,0.0898805,0.0046935
246,0.0312945,0.56072,0.27575,0.0878586
247,0.860298,0.815013,0.17311,0.00946305
248,0.189102,0.335588,0.822998,0.253017
249,0.78572,0.783052,0.162456,0.00919014
250,0.698261,0.0306273,0.292634,0.183539
251,0.700489,0.676512,0.545997,0.0162684
252,0.78572,0.761744,0.183764,0.00986112
253,0.837858,0.585039,0.915191,0.0573807
254,0.870952,0.165125,0.695152,0.0593529
255,0.253025,0.356895,0.865614,0.205992
256,0.668527,0.239702,0.812345,0.346373
257,0.420465,0.944795,0.678973,0.00353715
258,0.973065,0.151797,0.79914,0.0221446
259,0.952046,0.485551,0.547045,0.145744
260,0.450128,0.972398,0.264849,0.00309869
261,0.923395,0.697287,0.0842268,0.0420081
262,0.0236295,0.974694,0.500084,0.0085824
263,0.860298,0.388857,0.66319,0.224964
264,0.0516293,0.887353,0.0733354,0.0100778
265,0.767656,0.697934,0.0898805,0.0124193
266,0.476757,0.410165,0.85496,0.0216579
267,0.743105,0.612589,0.162456,0.0206062
268,0.973065,0.732022,0.78705,0.0379312
269,0.391526,0.26101,0.812345,0.337168
270,0.919195,0.777563,0.827712,0.0219219
271,0.0938836,0.320006,0.847586,0.160019
272,0.135832,0.282318,0.620574,0.285346
273,0.062589,0.871075,0.58753,0.0107698
274,0.769581,0.589031,0.915191,0.0326642
275,0.775066,0.665859,0.194418,0.0330349
276,0.743105,0.527358,0.865614,0.0420585
277,0.921838,0.922192,0.693168,0.00830434
278,0.888872,0.952063,0.925318,0.00374601
279,0.94613,0.331905,0.784621,0.142864
280,0.062589,0.869471,0.517052,0.0134894
281,0.74618,0.972398,0.299511,0.002941
282,0.775066,0.580627,0.151802,0.0713709
283,0.809087,0.0558283,0.945653,0.0495782
284,0.338256,0.655205,0.141148,0.0107698
285,0.253428,0.164243,0.0898805,0.257526
286,0.0861255,0.362276,0.92005,0.158356
287,0.218346,0.972398,0.918217,0.0024118
288,0.746349,0.676626,0.0898805,0.0128552
289,0.700489,0.825667,0.183764,0.00459123
290,0.062589,0.672049,0.236435,0.0607945
291,0.775066,0.601935,0.17311,0.0401987
292,0.94613,0.418781,0.129008,0.152799
293,0.423487,0.740436,0.60992,0.00773288
294,0.151623,0.972398,0.513211,0.00366401
295,0.498065,0.836321,0.492727,0.00561988
296,0.597838,0.664935,0.0599203,0.0096485
297,0.269125,0.917193,0.683222,0.00420873
298,0.135832,0.793705,0.343573,0.01576
299,0.0312945,0.150925,0.860046,0.015321
300,0.719351,0.0231172,0.977396,0.0738283
301,0.1368,0.763064,0.589764,0.0121384
302,0.792264,0.684299,0.0599203,0.0146296
303,0.64722,0.815013,0.791037,0.0062426
304,0.870952,0.655205,0.844306,0.0331563
305,0.764413,0.868283,0.716459,0.00481079
306,0.178448,0.836321,0.17311,0.00466925
307,0.977098,0.973922,0.830816,0.00545574
308,0.870952,0.527358,0.844306,0.117825
309,0.596393,0.091882,0.843866,0.840346
310,0.404245,0.091882,0.864917,0.794121
311,0.790865,0.241347,0.943461,0.239973
312,0.94613,0.179395,0.479225,0.0575668
313,0.776979,0.184806,0.0898805,0.221111
314,0.774649,0.804923,0.943461,0.00834282
315,0.800752,0.972398,0.827085,0.00294216
316,0.240002,0.607406,0.628438,0.034549
317,0.854688,0.342999,0.943461,0.203837
318,0.849644,0.527358,0.822998,0.127222
319,0.479949,0.0306273,0.644873,2.07466
320,0.684048,0.0537445,0.949127,0.19098
321,0.189102,0.31428,0.290303,0.27832
322,0.15714,0.793705,0.47142,0.0174406
323,0.860298,0.495396,0.85496,0.118349
324,0.404479,0.270419,0.915191,0.156974
325,0.83899,0.495396,0.833652,0.131615
326,0.687247,0.212245,0.943461,0.378721
327,0.15714,0.75109,0.130495,0.0312053
328,0.775066,0.388857,0.556651,0.148583
329,0.637334,0.944795,0.853532,0.00290691
330,0.668527,0.388857,0.85496,0.135342
331,0.59395,0.761744,0.141148,0.00680281
332,0.619735,0.351342,0.704847,0.125852
333,0.785435,0.669665,0.915191,0.0224914
334,0.83899,0.26101,0.791037,0.254057
335,0.0553508,0.0546836,0.245712,0.0156293
336,0.615258,0.719128,0.652536,0.0115794
337,0.500169,0.974694,0.974694,0.00231974
338,0.870952,0.31428,0.737767,0.217556
339,0.50978,0.161299,0.915191,0.388332
340,0.94613,0.790952,0.682921,0.0254153
341,0.199755,0.367549,0.17311,0.238501
342,0.596517,0.597221,0.915191,0.0114379
343,0.689835,0.367549,0.812345,0.185644
344,0.0938836,0.506226,0.68296,0.115245
345,0.062589,0.460832,0.847712,0.153391
346,0.146486,0.69782,0.844306,0.0237703
347,0.64722,0.282318,0.85496,0.196974
348,0.788546,0.944795,0.75883,0.00389644
349,0.062589,0.294452,0.741565,0.138908
350,0.444795,0.335588,0.865614,0.039401
351,0.265071,0.91663,0.893988,0.00330173
352,0.137204,0.944795,0.752058,0.00467406
353,0.178448,0.559319,0.791037,0.0962773
354,0.0233531,0.953688,0.131429,0.00861125
355,0.919195,0.347487,0.69611,0.178045
356,0.919195,0.437375,0.690809,0.168327
357,0.702823,0.410377,0.240404,0.143128
358,0.275996,0.60979,0.97173,0.0243643
359,0.657873,0.442127,0.780383,0.0683085
360,0.590199,0.944795,0.869741,0.00302964
361,0.0477576,0.651356,0.98372,0.0520984
362,0.46847,0.42649,0.943461,0.0172993
363,0.15714,0.45278,0.85496,0.129562
364,0.062589,0.331905,0.784621,0.142939
365,0.316948,0.31428,0.844306,0.194267
366,0.881093,0.774236,0.0299602,0.0142601
367,0.49047,0.130436,0.0599203,0.65003
368,0.83899,0.197087,0.343573,0.149652
369,0.881606,0.346241,0.322265,0.286006
370,0.572642,0.761744,0.247688,0.00763519
371,0.489328,0.406041,0.97173,0.0192723
372,0.821182,0.17378,0.0599203,0.158955
373,0.167794,0.143817,0.332919,0.0728706
374,0.519373,0.324934,0.876268,0.0358154
375,0.713513,0.170737,0.943461,0.284523
376,0.0790521,0.643163,0.95545,0.0549412
377,0.418638,0.77583,0.915191,0.00559363
378,0.530027,0.356895,0.865614,0.0392484
379,0.876974,0.0612547,0.752085,0.0376904
380,0.172572,0.815218,0.662999,0.00945237
381,0.15714,0.410165,0.876268,0.195839
382,0.135832,0.793705,0.215726,0.0173493
383,0.764413,0.378203,0.354227,0.200632
384,0.409168,0.0306273,0.594172,0.630654
385,0.919195,0.16274,0.34352,0.0490504
386,0.32791,0.358402,0.915191,0.124472
387,0.117789,0.115584,0.0299602,0.0232974
388,0.554754,0.0306273,0.922722,1.74479
389,0.638899,0.4743,0.155173,0.0406811
390,0.681515,0.516916,0.240404,0.0383999
391,0.253025,0.143817,0.41815,0.305948
392,0.732451,0.388857,0.599266,0.138243
393,0.94613,0.368773,0.677138,0.163727
394,0.146486,0.868283,0.844306,0.0069277
395,0.714361,0.835708,0.943461,0.00499384
396,0.54068,0.559319,0.833652,0.0141087
397,0.328414,0.917193,0.222043,0.00376805
398,0.973065,0.293321,0.696893,0.0910317
399,0.743105,0.69782,0.695152,0.0180851
400,0.94613,0.871075,0.58753,0.0158095
401,0.979665,0.889226,0.956763,0.00937634
402,0.855419,0.570791,0.47403,0.0628328
403,0.949528,0.294376,0.948194,0.1008
404,0.276863,0.0306273,0.830062,0.0720022
405,0.346872,0.33268,0.617728,0.24748
406,0.881606,0.431473,0.727113,0.160548
407,0.561988,0.793705,0.876268,0.00608128
408,0.860298,0.239702,0.812345,0.222794
409,0.495876,0.917193,0.311199,0.00404304
410,0.949575,0.190993,0.948241,0.0435265
411,0.700112,0.347487,0.915191,0.159715
412,0.13177,0.489136,0.943461,0.11728
413,0.94613,0.765894,0.590132,0.0339388
414,0.732451,0.729782,0.876268,0.0121694
415,0.973065,0.313069,0.554389,0.0862081
416,0.701995,0.239937,0.915191,0.360776
417,0.80215,0.560137,0.591223,0.0763982
418,0.753759,0.388857,0.769729,0.172125
419,0.858361,0.833772,0.943461,0.00814213
420,0.182051,0.479995,0.915191,0.121403
421,0.351924,0.13213,0.943461,0.43546
422,0.929794,0.600999,0.927181,0.0682091
423,0.831659,0.777566,0.915191,0.0085426
424,0.94613,0.821704,0.833766,0.0185072
425,0.450005,0.0306273,0.917458,1.81528
426,0.146486,0.143817,0.865614,0.0577772
427,0.135832,0.282318,0.66319,0.246496
428,0.146486,0.165125,0.268995,0.0650792
429,0.175114,0.0612547,0.839821,0.0544241
430,0.721797,0.356895,0.737767,0.172168
431,0.483097,0.178761,0.943461,0.213692
432,0.0690767,0.0203347,0.979036,0.00750514
433,0.52738,0.17926,0.0599203,0.204667
434,0.304257,0.353988,0.724267,0.209731
435,0.0224111,0.0252009,0.82933,0.00728733
436,0.231394,0.441145,0.97173,0.121918
437,0.441719,0.245266,0.943461,0.096529
438,0.860298,0.26101,0.705806,0.227718
439,0.620199,0.521349,0.0299602,0.0192769
440,0.436924,0.0306273,0.715034,1.67398
441,0.919195,0.166536,0.827972,0.0445177
442,0.572642,0.335588,0.844306,0.0658908
443,0.493564,0.0306273,0.840274,2.03165
444,0.664433,0.180049,0.915191,0.404618
445,0.0938836,0.610369,0.744421,0.0799061
446,0.84126,0.212432,0.0299602,0.146362
447,0.34891,0.239702,0.130495,0.327582
448,0.282659,0.134498,0.574336,0.479655
449,0.249189,0.136233,0.0599203,0.167376
450,0.668527,0.197087,0.17311,0.386833
451,0.622204,0.6383,0.658171,0.0244371
452,0.635926,0.0612547,0.505658,0.598852
453,0.743105,0.31428,0.801691,0.269206
454,0.545873,0.492563,0.0299602,0.0133611
455,0.575209,0.091882,0.59522,1.02007
456,0.973065,0.56072,0.27575,0.0946299
457,0.830282,0.091882,0.339312,0.0684269
458,0.94613,0.1762,0.620144,0.0387621
459,0.973065,0.148164,0.614845,0.0226772
460,0.115579,0.0306273,0.881673,0.0183707
461,0.0312945,0.638325,0.321826,0.0678829
462,0.272358,0.301525,0.475606,0.346908
463,0.685741,0.158741,0.915191,0.300396
464,0.668527,0.282318,0.876268,0.191247
465,0.232092,0.0306273,0.221033,0.0582924
466,0.0235583,0.0244015,0.388677,0.00941748
467,0.0312945,0.83744,0.322503,0.0221637
468,0.569085,0.944795,0.652952,0.00378673
469,0.124034,0.972398,0.448525,0.00348853
470,0.738391,0.56471,0.0299602,0.0412403
471,0.15714,0.303626,0.151802,0.237396
472,0.973065,0.407754,0.288891,0.151188
473,0.853023,0.091882,0.754254,0.0465354
474,0.615258,0.868283,0.162456,0.0039487
475,0.062589,0.91663,0.319072,0.0088208
476,0.979665,0.930923,0.0209641,0.007698
477,0.167794,0.143817,0.652536,0.0620474
478,0.83899,0.772398,0.641882,0.0126816
479,0.700489,0.165125,0.865614,0.307662
480,0.743105,0.356895,0.524689,0.19585
481,0.919195,0.358775,0.34439,0.23269
482,0.370218,0.55932,0.17311,0.0137545
483,0.521497,0.746556,0.97173,0.00584753
484,0.679181,0.165125,0.60992,0.626504
485,0.157815,0.747566,0.0898805,0.0260216
486,0.444795,0.143817,0.41815,0.713385
487,0.242371,0.218395,0.215726,0.344095
488,0.0938836,0.706533,0.265121,0.0410653
489,0.242371,0.75109,0.279649,0.00775273
490,0.146486,0.69782,0.162456,0.0409655
491,0.657873,0.186433,0.524689,0.722277
492,0.849644,0.846975,0.22638,0.00755169
493,0.0312945,0.712034,0.653006,0.0413396
494,0.469146,0.944795,0.244116,0.00331308
495,0.592801,0.944795,0.764559,0.0031758
496,0.764413,0.335588,0.844306,0.250375
497,0.299888,0.0612547,0.718896,0.26952
498,0.77632,0.487399,0.943461,0.096624
499,0.690901,0.238637,0.472485,0.525564
500,0.277095,0.972398,0.517427,0.00293049
501,0.726274,0.202187,0.619616,0.476035
502,0.753759,0.815013,0.66319,0.00867515
503,0.423487,0.868283,0.396842,0.00474004
504,0.83899,0.75109,0.577959,0.0216638
505,0.157686,0.855393,0.0599203,0.00421523
506,0.16874,0.97651,0.0254208,0.00215195
507,0.351103,0.944795,0.425343,0.00350791
508,0.441663,0.944795,0.243953,0.00333348
509,0.135832,0.495396,0.492727,0.142423
510,0.781978,0.972398,0.923049,0.00270232
511,0.337911,0.397244,0.0599203,0.0714256
512,0.40218,0.143817,0.162456,0.797609
513,0.182193,0.382276,0.0599203,0.2023
514,0.167261,0.657052,0.476259,0.0377279
515,0.502594,0.091882,0.688961,1.25686
516,0.561988,0.857629,0.492727,0.00519747
517,0.327602,0.836321,0.215726,0.00553511
518,0.177534,0.621478,0.0599203,0.0477136
519,0.775066,0.324934,0.514035,0.332903
520,0.263246,0.699993,0.0898805,0.00818193
521,0.561988,0.388857,0.130495,0.0302324
522,0.396787,0.745654,0.361649,0.00908817
523,0.490054,0.972398,0.357654,0.00302587
524,0.178448,0.431473,0.876268,0.157484
525,0.359564,0.676512,0.141148,0.00863433
526,0.146486,0.250356,0.588613,0.292042
527,0.259215,0.944795,0.357461,0.00316731
528,0.487411,0.143817,0.439458,0.828872
529,0.870952,0.825667,0.695152,0.0107237
530,0.743105,0.271664,0.354227,0.423148
531,0.062589,0.728113,0.828885,0.0301631
532,0.152797,0.690129,0.573487,0.0223829
533,0.83899,0.75109,0.130495,0.0137179
534,0.0860402,0.600824,0.927181,0.0655249
535,0.870952,0.250356,0.737767,0.219648
536,0.919195,0.684645,0.176386,0.0442215
537,0.062589,0.821704,0.833766,0.018094
538,0.583296,0.793705,0.279649,0.00621403
539,0.387433,0.796557,0.459474,0.00681977
540,0.94613,0.719186,0.175426,0.0437896
541,0.668527,0.623243,0.85496,0.0121407
542,0.873397,0.716266,0.915191,0.0255806
543,0.657492,0.0306273,0.880506,0.236958
544,0.776021,0.210728,0.97173,0.223437
545,0.94613,0.684368,0.128117,0.0521963
546,0.664836,0.091882,0.827657,0.478375
547,0.732451,0.346241,0.791037,0.208392
548,0.455449,0.793705,0.620574,0.00686863
549,0.700489,0.186433,0.482074,0.568725
550,0.860298,0.729782,0.17311,0.0266081
551,0.654342,0.972398,0.711365,0.00283089
552,0.284987,0.580627,0.85496,0.0316952
553,0.178935,0.624155,0.943461,0.0449365
554,0.062589,0.17766,0.875367,0.0290737
555,0.880729,0.781284,0.97173,0.0170338
556,0.870952,0.69782,0.588613,0.0362175
557,0.973065,0.797,0.712497,0.0223848
558,0.494497,0.453033,0.0599203,0.0150147
559,0.908541,0.412415,0.234255,0.230542
560,0.412834,0.623243,0.279649,0.0136184
561,0.15714,0.836321,0.215726,0.00483569
562,0.625912,0.388857,0.258341,0.100129
563,0.314843,0.944795,0.673235,0.0031219
564,0.657873,0.676512,0.652536,0.0205011
565,0.615258,0.143817,0.844306,0.635563
566,0.554656,0.931521,0.0299602,0.00288209
567,0.519373,0.55932,0.130495,0.0126764
568,0.40218,0.804359,0.162456,0.00593543
569,0.796374,0.836321,0.322265,0.00781748
570,0.323838,0.972398,0.836772,0.00246661
571,0.579589,0.680916,0.658171,0.0136842
572,0.135832,0.239702,0.684498,0.244586
573,0.32791,0.401018,0.915191,0.114311
574,0.261267,0.127792,0.943461,0.167136
575,0.0467176,0.0231172,0.759144,0.00890162
576,0.221063,0.218395,0.812345,0.256343
577,0.932239,0.665118,0.947439,0.0501301
578,0.466103,0.740436,0.567305,0.00828024
579,0.482999,0.0612547,0.177423,1.57297
580,0.695425,0.385317,0.97173,0.122396
581,0.423487,0.399511,0.183764,0.0301896
582,0.849644,0.633897,0.759075,0.0333206
583,0.625912,0.623243,0.450112,0.024462
584,0.742526,0.723038,0.915191,0.010263
585,0.412834,0.367549,0.300957,0.0631607
586,0.253025,0.165125,0.865614,0.230803
587,0.83899,0.388857,0.258341,0.27256
588,0.925111,0.502811,0.580621,0.109478
589,0.689835,0.708474,0.577959,0.0127847
590,0.536973,0.6383,0.786018,0.011267
591,0.854052,0.972398,0.544774,0.00480829
592,0.295641,0.165125,0.695152,0.358786
593,0.745892,0.299661,0.97173,0.238102
594,0.816087,0.440672,0.904538,0.127904
595,0.159895,0.240305,0.385272,0.259713
596,0.316948,0.143817,0.759075,0.370228
597,0.146486,0.143817,0.759075,0.0499436
598,0.295641,0.143817,0.801691,0.346676
599,0.254978,0.0306273,0.732797,0.0799657
600,0.189102,0.165125,0.673844,0.298909
601,0.156607,0.689014,0.444297,0.0349754
602,0.277447,0.971835,0.971835,0.00219811
603,0.215504,0.0306273,0.705922,0.0426741
604,0.455449,0.857629,0.684498,0.00476237
605,0.217798,0.0612547,0.670714,0.0916061
606,0.167794,0.676512,0.737767,0.0296698
607,0.0900732,0.682675,0.613212,0.0413911
608,0.0725934,0.0712968,0.930432,0.015624
609,0.0880078,0.765858,0.695741,0.024656
610,0.0658312,0.57234,0.623019,0.103997
