cell_id,x,y,z,phi0
424,0.94613,0.821704,0.833766,0.0275827
425,0.450005,0.0306273,0.917458,1.59893
426,0.146486,0.143817,0.865614,0.059785
427,0.135832,0.282318,0.66319,0.0984301
428,0.146486,0.165125,0.268995,0.0747581
429,0.175114,0.0612547,0.839821,0.0638538
430,0.721797,0.356895,0.737767,0.12468
431,0.483097,0.178761,0.943461,0.391517
432,0.0690767,0.0203347,0.979036,0.0199354
433,0.52738,0.17926,0.0599203,0.356783
434,0.304257,0.353988,0.724267,0.157316
435,0.0224111,0.0252009,0.82933,0.0199615
436,0.231394,0.441145,0.97173,0.0754639
437,0.441719,0.245266,0.943461,0.234245
438,0.860298,0.26101,0.705806,0.0945476
439,0.620199,0.521349,0.0299602,0.07353
440,0.436924,0.0306273,0.715034,1.44701
441,0.919195,0.166536,0.827972,0.0531992
442,0.572642,0.335588,0.844306,0.202056
443,0.493564,0.0306273,0.840274,1.72842
444,0.664433,0.180049,0.915191,0.211561
445,0.0938836,0.610369,0.744421,0.0437775
446,0.84126,0.212432,0.0299602,0.0671368
447,0.34891,0.239702,0.130495,0.209962
448,0.282659,0.134498,0.574336,0.253664
449,0.249189,0.136233,0.0599203,0.108213
450,0.668527,0.197087,0.17311,0.199674
451,0.622204,0.6383,0.658171,0.092287
452,0.635926,0.0612547,0.505658,0.388785
453,0.743105,0.31428,0.801691,0.140009
454,0.545873,0.492563,0.0299602,0.084052
455,0.575209,0.091882,0.59522,0.934214
456,0.973065,0.56072,0.27575,0.0441454
457,0.830282,0.091882,0.339312,0.0774411
458,0.94613,0.1762,0.620144,0.0519774
459,0.973065,0.148164,0.614845,0.0378557
460,0.115579,0.0306273,0.881673,0.0361668
461,0.0312945,0.638325,0.321826,0.0393838
462,0.272358,0.301525,0.475606,0.174765
463,0.685741,0.158741,0.915191,0.145024
464,0.668527,0.282318,0.876268,0.158837
465,0.232092,0.0306273,0.221033,0.073861
466,0.0235583,0.0244015,0.388677,0.0238892
467,0.0312945,0.83744,0.322503,0.0240041
468,0.569085,0.944795,0.652952,0.0319102
469,0.124034,0.972398,0.448525,0.0193575
470,0.738391,0.56471,0.0299602,0.0493019
471,0.15714,0.303626,0.151802,0.0844992
472,0.973065,0.407754,0.288891,0.0496092
473,0.853023,0.091882,0.754254,0.064134
474,0.615258,0.868283,0.162456,0.0273213
475,0.062589,0.91663,0.319072,0.0186723
476,0.979665,0.930923,0.0209641,0.0140119
477,0.167794,0.143817,0.652536,0.0802379
478,0.83899,0.772398,0.641882,0.0299393
479,0.700489,0.165125,0.865614,0.15479
480,0.743105,0.356895,0.524689,0.129532
481,0.919195,0.358775,0.34439,0.0741365
482,0.370218,0.55932,0.17311,0.0623232
483,0.521497,0.746556,0.97173,0.0388967
484,0.679181,0.165125,0.60992,0.29296
485,0.157815,0.747566,0.0898805,0.0345977
486,0.444795,0.143817,0.41815,0.682318
487,0.242371,0.218395,0.215726,0.159398
488,0.0938836,0.706533,0.265121,0.0344037
